id,full_name,comments_ratio,commit_frequency,core_contributors,has_ci,has_license,iac_ratio,issue_frequency,release_count,repository_size
222430768,lgphone/ansible-k8s-manager,0.0209,0,1,False,True,0.378,0,3,935
190265689,libre-ops/metabase,0,1.18,2,False,True,0.8571,0.29,5,257
24493024,liip/drifter,0.0861,13.03,6,False,True,0.687,0.68,32,3735
79802979,likg/ansible-role-csf,0.0727,1.84,1,True,True,0.9048,0,14,459
94791639,lindahu1/ansible-common-base,0.0672,1.56,2,True,True,0.7895,0,2,680
90732536,linux-system-roles/firewall,0.2714,0.57,3,True,False,0.2821,0,3,1192
89694026,linux-system-roles/network,0.1121,9.71,3,True,True,0.6452,10.37,7,9062
155397698,linux-system-roles/sap-hana-preconfigure,0.2033,8.65,3,False,True,0.9342,0.71,2,1713
150624995,linux-system-roles/storage,0.1156,8.19,3,True,True,0.6306,7.04,7,5966
89498475,linux-system-roles/timesync,0.2302,2.19,5,True,False,0.5672,1.3,4,1465
204075787,locationlabs/ansible-role_cumulus,0.1181,2,1,False,True,0.7,0,3,381
89790220,logan2211/ansible-openvpn,0.2523,0.82,2,True,True,0.7812,0,2,812
35303865,louim/bedrock-site-protect,0.0197,0.62,4,False,False,0.75,0.09,4,149
107088645,lrk/ansible-role-flyway,0.2675,1.46,3,True,True,0.6786,0,5,682
105358023,lrk/ansible-role-sonarqube,0.3178,1.35,2,True,True,0.6957,0.16,9,395
102950292,lrk/ansible-role-tdagent,0.2115,1.15,2,True,False,0.6667,0,2,179
123821841,Luciditi/devbook,0.174,3.76,1,True,True,0.55,0.08,12,750
53529069,ludwig-gramberg/ansible-lxc-server,0.0235,4.36,1,False,False,0.8912,0,8,1663
173976784,lvps/389ds-server,0.0887,3.59,4,True,True,0.5417,0,2,1705
98467807,m4rcu5nl/ansible-role-zerotier,0.1272,2.78,2,True,True,0.7647,0.05,9,302
119022477,magenta-aps/OpenDESK,0.1594,45.22,7,False,True,0.0003,0.07,40,43942
236324756,mailcow/mailcow-integration-tests,0.0378,11.56,1,False,False,0.7867,0,8,3154
62733701,manala/manalize,0.2908,6.13,3,True,True,0.1866,0.88,18,2844
158687714,marcinbojko/linux_mint,0.0182,2.5,1,True,False,0.3333,0.08,32,2917
241389085,marcobellaccini/nanvault,0.1124,54,2,False,True,0.1429,0,2,869
81655822,markosamuli/ansible-aws-tools,0.0792,2.06,1,True,True,0.4783,0,4,1093
106191581,markosamuli/ansible-nvm,0.0586,3.03,1,True,True,0.4474,0,7,643
106179543,markosamuli/ansible-pyenv,0.06,7.69,1,True,True,0.4746,0.39,16,2101
23205345,mattfinlayson/ansible-consul,0.0105,10.87,17,False,True,0.5205,0.68,10,1130
153189733,mawalu/wireguard-private-networking,0.0186,2.2,2,False,True,0.6667,0.04,6,317
184284114,MeilleursAgents/terraform-provider-ansiblevault,0.0445,12.11,3,True,True,0.2128,0.89,7,1031
128184455,micado-scale/ansible-micado,0.0908,24.19,4,False,True,0.5759,0.1,10,7724
24385548,michaelrigart/ansible-role-interfaces,0.1217,1.64,4,True,True,0.8529,0.23,5,1111
30269524,migibert/orientdb-role,0.0013,1.49,3,False,True,0.5833,0,10,1484
30535568,migibert/stunnel-role,0.0212,0.31,4,False,True,0.8182,0.03,2,185
30474471,migibert/terraform-role,0.0219,0.44,2,False,True,0.7273,0,5,134
101293994,mimacom/ansible-role-bamboo,0.0836,2.72,2,True,True,0.75,0.09,4,252
63640766,MindPointGroup/RHEL7-STIG,0.06,10.17,4,True,True,0.4167,1.29,9,8790
125610493,mklettner/ansible-role-graylog-collector,0.3452,2.55,2,True,True,0.6429,0,5,698
86287291,MLTSHP/mltshp,0.1313,7.61,2,False,True,0.0069,8.23,2,21471
54410093,monome/ansible,0.0757,5.43,4,True,True,0.0196,0.09,15,10493
150551421,moshloop/ansible-provision,0.0696,12.77,1,True,False,0.3125,0,35,5311
76754655,mprahl/ansible-role-lets-encrypt-route-53,0.0043,1.33,2,False,False,0.625,0,14,466
40162123,mrlesmithjr/ansible-base,0.0584,1.22,1,True,True,0.619,0,3,936
39904806,mrlesmithjr/ansible-dnsmasq,0.0908,1.52,3,True,True,0.619,0.15,2,1181
85155543,mrlesmithjr/ansible-gitlab-runner,0.0667,0.68,1,True,True,0.6154,0,2,728
89368193,mrlesmithjr/ansible-k8s,0.1962,1.91,1,False,True,0.75,0.05,2,2122
45436148,mrlesmithjr/ansible-manage-lvm,0.0751,2,3,True,False,0.5476,0.59,6,924
89751137,mrlesmithjr/ansible-netdata,0.0937,2.43,3,True,True,0.6377,0.58,7,1393
129637254,mrlesmithjr/ansible-netplan,0.4313,1.41,3,True,False,0.5,0.17,2,182
97176096,mrlesmithjr/ansible-nginx-load-balancer,0.0569,0.91,1,True,True,0.6111,0,2,1077
120697318,mrlesmithjr/ansible-rpi-k8s-cluster,0.1504,4.79,1,False,True,0.7407,0.34,4,4049
39980110,mrlesmithjr/ansible-rsyslog,0.1297,0.79,4,True,True,0.6275,0.07,2,725
39902026,mrlesmithjr/ansible-rundeck,0.1775,1.38,4,True,True,0.7586,0.08,2,329
55463265,mrlesmithjr/ansible-shorewall,0.0717,1.26,2,True,True,0.6849,0.09,6,1127
20755256,mtchavez/ansible-influxdb,0.0324,2.59,3,True,True,0.5667,0.1,18,657
87953916,mwolff44/ansible-kamailio-mw,0.1369,2.39,2,True,True,0.5357,0.06,9,353
81999200,naftulikay/ansible-role-degoss,0.1792,2.16,2,True,True,0.3429,0.16,23,1150
98383822,naftulikay/ansible-role-rust-dev,0.0105,1.46,1,True,True,0.6765,0,15,376
49192168,napalm-automation/napalm-ansible,0.098,4.81,4,True,True,0.2526,0.05,9,1906
133087574,NationalSecurityAgency/datawave-muchos,0.1102,0.92,2,False,True,0.6329,0,2,1559
153739934,naturalis/ansible-opnsense,0.0621,9.23,1,False,False,0.9615,0.23,5,634
116499753,nbering/terraform-inventory,0.1438,4.12,1,False,True,0,0.03,8,649
144028994,ndlib/marble-blueprints,0.0961,24.52,6,False,True,0.0139,0.04,26,4714
82071885,neikei/vagrant-debian-ansible-lemp,0.1116,2.61,1,True,True,0.5429,0,2,581
113578874,NetApp/Ansible-with-Active-IQ-Unified-Manager,0.0519,3.07,1,False,True,0.3529,0,3,2921
41636424,netbootxyz/netboot.xyz,0.011,33.75,4,True,True,0.8239,0.76,30,3243
94484096,networktocode/fortimanager-ansible,0.3637,3.6,2,False,True,0.6269,0.17,2,19406
40731097,networktocode/ntc-ansible,0.1032,9.74,6,False,True,0.1818,0.67,4,1547
19436247,New-Edge-Engineering/ansible-rundeck,0.0258,1.57,3,True,True,0.617,0.01,19,1058
73430290,newrelic/infrastructure-agent-ansible,0.0015,2.43,6,True,True,0.5517,0.3,15,665
117019566,nginxinc/ansible-role-nginx,0.0622,10.21,2,True,True,0.8214,0,15,4117
232158899,nginxinc/ansible-role-nginx-controller-install,0.2279,3.67,2,False,True,0.5385,0,3,288
160497448,nicholasdille/ansible-k8s,0.0081,23.86,2,False,False,0.6562,1.27,2,1596
106175980,nishiki/ansible-role-bind,0,2.03,1,True,True,0.7083,0.07,6,616
81752841,nlesc-sherlock/emma,0.0439,22.03,2,False,True,0.6316,4.4,2,5270
31770375,Nosmoht/ansible-module-foreman,0.1441,7.42,4,False,False,0,0.11,9,3444
31433462,nusenu/ansible-relayor,0.1145,6.58,2,True,True,0.75,0.82,20,1461
184292578,NVIDIA/ansible-role-nvidia-docker,0.0305,2.2,3,False,False,0.6154,0,5,159
184292101,NVIDIA/ansible-role-nvidia-driver,0.0194,2.12,3,False,True,0.5333,0.21,5,202
134776948,NVIDIA/deepops,0.033,82.86,4,False,True,0.5166,2.1,6,68820
59304980,nwoetzel/ansible-role-eclipse,0.0928,3.37,3,True,True,0.3103,0.06,38,684
132769268,oasis-roles/rhsm,0.1698,2.25,2,True,True,0.6316,0,5,577
196756797,oatakan/packer-ansible-windows-2019,0.0028,1.2,1,False,False,0.2222,0,3,717
25257278,Oefenweb/ansible-adminer,0.0648,1.16,1,True,True,0.5,0.03,19,202
22949945,Oefenweb/ansible-apparmor,0.0714,1.29,1,True,True,0.5,0,35,182
22989278,Oefenweb/ansible-apt,0.0886,1.64,2,True,True,0.6111,0,47,329
40715393,Oefenweb/ansible-autossh-tunnel-client,0.052,1.28,1,True,True,0.6923,0,42,383
40715399,Oefenweb/ansible-autossh-tunnel-server,0.0628,1.17,1,True,True,0.5,0,35,209
34523727,Oefenweb/ansible-bash,0.0623,1.35,1,True,True,0.5882,0,40,256
56580841,Oefenweb/ansible-ca-certificates,0.0588,1.04,1,True,True,0.5556,0,34,272
44813153,Oefenweb/ansible-cacti-client,0.0658,1.11,1,True,True,0.5556,0,34,227
42240047,Oefenweb/ansible-conntrack,0.0538,1.14,1,True,True,0.5625,0,34,246
23106700,Oefenweb/ansible-cron-apt,0.0735,1.18,1,True,True,0.5625,0,36,189
56230032,Oefenweb/ansible-dnsmasq,0.045,1.07,1,True,True,0.5789,0,38,382
57890523,Oefenweb/ansible-dropbox,0.0537,1.16,1,True,True,0.5333,0,41,194
34898871,Oefenweb/ansible-duplicity,0.0687,1.37,1,True,True,0.65,0,4,312
34898916,Oefenweb/ansible-duply,0.0739,1.31,1,True,True,0.4706,0,41,188
34899008,Oefenweb/ansible-duply-backup,0.0444,1.6,1,True,True,0.6522,0,40,474
35945589,Oefenweb/ansible-haproxy,0.0322,4.63,5,True,True,0.7241,0.36,77,1113
46930551,Oefenweb/ansible-haproxyctl,0.0661,1.12,1,True,True,0.4706,0,33,212
75615818,Oefenweb/ansible-haveged,0.0664,0.96,1,True,True,0.5625,0,35,211
57888645,Oefenweb/ansible-hipchat,0.0625,1.09,1,True,True,0.5882,0,36,195
46119107,Oefenweb/ansible-hp-proliant-support-pack,0.1008,1.05,1,True,True,0.5294,0,34,214
23106782,Oefenweb/ansible-htop,0.0655,1.18,1,True,True,0.5,0,38,214
46117331,Oefenweb/ansible-innotop,0.0576,1.18,1,True,True,0.4706,0,35,229
32947581,Oefenweb/ansible-keepalived,0.0672,1.97,2,True,True,0.619,0,70,555
57887923,Oefenweb/ansible-komodo-ide,0.0571,1.2,1,True,True,0.4706,0.05,36,231
23185388,Oefenweb/ansible-locales,0.0495,1.4,1,True,True,0.5625,0.03,42,269
23106712,Oefenweb/ansible-logcheck,0.057,1.42,1,True,True,0.6667,0,39,248
41745820,Oefenweb/ansible-logrotated,0.0522,1.29,1,True,True,0.5625,0,35,254
55804299,Oefenweb/ansible-mailcatcher,0.0643,1.11,1,True,True,0.6667,0,39,320
55861345,Oefenweb/ansible-mailhog,0.0558,1.21,1,True,True,0.72,0,41,389
43747598,Oefenweb/ansible-mainwp-crons,0.0628,1.06,1,True,True,0.5294,0,34,224
46116976,Oefenweb/ansible-megacli,0.0636,1.2,1,True,True,0.5,0,35,206
49454803,Oefenweb/ansible-memtier-benchmark,0.0571,1.44,1,True,True,0.4706,0,40,231
33203316,Oefenweb/ansible-mimetex,0.0567,1.07,1,True,True,0.4706,0,35,233
25541509,Oefenweb/ansible-mydumper,0.0468,1.37,1,True,True,0.5294,0,40,326
35421213,Oefenweb/ansible-mydumper-backup,0.0602,1.52,2,True,True,0.5556,0,43,312
44813143,Oefenweb/ansible-nagios-client,0.059,1.2,1,True,True,0.6,0,36,287
48040741,Oefenweb/ansible-nagios-plugin-percona,0.0582,1.27,1,True,True,0.5556,0,33,259
47616638,Oefenweb/ansible-nagios-server,0.0468,1.7,2,True,True,0.7667,0,39,652
23106807,Oefenweb/ansible-nano,0.0578,1.37,1,True,True,0.5882,0,40,261
58362724,Oefenweb/ansible-netbeans-ide,0.1408,1.11,1,True,True,0.5,0.07,36,305
43364982,Oefenweb/ansible-netcat,0.0761,1.15,1,True,True,0.4706,0,35,182
58075186,Oefenweb/ansible-new-relic-servers,0.0625,1.05,1,True,True,0.6316,0,37,255
24429991,Oefenweb/ansible-nodejs,0.0694,1.35,1,True,True,0.5,0,43,268
24460625,Oefenweb/ansible-oracle-java,0.0677,1.14,1,True,True,0.5,0.08,37,234
39135576,Oefenweb/ansible-packer-io,0.0558,1.85,2,True,True,0.4706,0,61,237
87582626,Oefenweb/ansible-packer-template,0.0489,1.42,1,True,True,0.6923,0,37,506
41097875,Oefenweb/ansible-percona-client,0.0536,1.54,1,True,True,0.65,0.06,42,318
41423976,Oefenweb/ansible-percona-server,0.0333,2.12,2,True,True,0.7333,0.06,55,930
42239872,Oefenweb/ansible-percona-server-tools,0.0188,1.86,1,True,True,0.6087,0.03,43,1043
49513615,Oefenweb/ansible-percona-toolkit,0.0504,1.52,2,True,True,0.6957,0.02,38,358
23108005,Oefenweb/ansible-pflogsumm,0.0678,1.11,1,True,True,0.5882,0,34,220
60848742,Oefenweb/ansible-php-cli-ondrej,0.049,1.3,1,True,True,0.7308,0,48,466
39852868,Oefenweb/ansible-phpmemcachedadmin,0.054,1.12,1,True,True,0.55,0,36,298
24147792,Oefenweb/ansible-phpredis,0.0586,1.32,1,True,True,0.4706,0,38,225
40500769,Oefenweb/ansible-phpstorm,0.067,1.11,1,True,True,0.5,0,36,195
32950093,Oefenweb/ansible-pip,0.0705,1.24,1,True,True,0.5,0.03,39,211
23002245,Oefenweb/ansible-postfix,0.0237,3.2,5,True,True,0.619,0.54,77,659
39033748,Oefenweb/ansible-pycharm,0.0619,1.37,1,True,True,0.5,0.09,49,212
35838378,Oefenweb/ansible-r,0.0534,1.55,1,True,True,0.6667,0.18,51,372
67113360,Oefenweb/ansible-rc-local,0.0674,1.22,1,True,True,0.65,0,33,249
41743568,Oefenweb/ansible-rstudio,0.0728,1.43,1,True,True,0.619,0,46,242
41743297,Oefenweb/ansible-rstudio-server,0.0694,1.6,1,True,True,0.7083,0,47,295
41084973,Oefenweb/ansible-rsync-sync,0.0395,1.3,1,True,True,0.5882,0,39,340
46787880,Oefenweb/ansible-rsyslog,0.1308,1.48,1,True,True,0.5882,0,39,339
23106799,Oefenweb/ansible-screen,0.0658,1.17,1,True,True,0.5625,0,37,213
69558458,Oefenweb/ansible-slack,0.0708,1.82,1,True,True,0.5,0,69,197
23419940,Oefenweb/ansible-snmpd,0.0627,1.55,2,True,True,0.5556,0,44,299
46930355,Oefenweb/ansible-socat,0.0503,1.22,1,True,True,0.5,0,34,283
37679713,Oefenweb/ansible-ssh-client,0.0466,1.49,1,True,True,0.5294,0,39,307
37533162,Oefenweb/ansible-ssh-keys,0.0512,1.95,2,True,True,0.6667,0.05,43,445
23106819,Oefenweb/ansible-ssh-server,0.0418,1.57,1,True,True,0.5625,0,39,344
41148374,Oefenweb/ansible-sudoers,0.0551,1.43,2,True,True,0.7407,0,37,429
32947512,Oefenweb/ansible-supervisor,0.0434,2.31,3,True,True,0.75,0.07,55,485
43758513,Oefenweb/ansible-sysctl,0.0711,1.15,1,True,True,0.5,0,35,183
131971602,Oefenweb/ansible-tinyproxy,0.0526,1.2,1,True,True,0.6818,0.03,3,396
23959664,Oefenweb/ansible-top,0.0642,1.16,1,True,True,0.5,0.03,36,204
48379254,Oefenweb/ansible-tsocks,0.0649,1.19,1,True,True,0.5625,0,34,216
56845762,Oefenweb/ansible-twisted-connect-proxy,0.0495,1.18,1,True,True,0.7308,0,44,403
23613931,Oefenweb/ansible-ufw,0.0495,1.81,1,True,True,0.65,0.27,40,346
27940629,Oefenweb/ansible-updatedb,0.06,1.15,1,True,True,0.5625,0,34,235
39016868,Oefenweb/ansible-user,0.0631,1.22,1,True,True,0.5789,0.08,36,297
38998961,Oefenweb/ansible-vagrant,0.0728,1.57,1,True,True,0.4706,0,61,191
23106768,Oefenweb/ansible-vim,0.0873,1.24,1,True,True,0.5625,0.04,36,230
39002771,Oefenweb/ansible-virtualbox,0.0696,1.31,1,True,True,0.5556,0.03,41,214
39096032,Oefenweb/ansible-virtualenv,0.0756,1.28,1,True,True,0.5,0,37,208
29490487,Oefenweb/ansible-wordpress,0.0471,2.64,2,True,True,0.6429,0.81,54,849
49454869,Oefenweb/ansible-xxhash,0.0574,1.22,1,True,True,0.4706,0,41,230
79816780,Oefenweb/ansible-yarn,0.0706,1.17,1,True,True,0.6,0.11,38,250
39449230,Oefenweb/ansible-zend-opcache-dashboards,0.0633,1.11,1,True,True,0.5,0,34,207
150433080,onaio/ansible-django,0.0232,3.39,4,False,True,0.7317,0.09,6,799
151249319,onaio/ansible-react,0.0221,3.76,2,False,False,0.6111,0.2,2,399
123200300,onegreyonewhite/package_installer,0.0044,1.09,2,False,True,0.6667,0,6,228
100494137,open-io/ansible-role-openio-netdata,0.2162,3.82,2,True,True,0.4737,0,5,348
24183121,OpenConext/OpenConext-deploy,0.0275,48.06,5,True,True,0.7537,0.04,280,10691
54725387,opendevshop/ansible-role-aegir-apache,0.2565,1.67,1,True,False,0.9167,0,12,200
33248916,opendevshop/ansible-role-aegir-user,0.1574,1.85,1,True,False,0.9167,0,20,289
133722058,openfun/arnold,0.14,23.55,4,False,True,0.8635,6.6,59,5929
196330235,openinfradev/tacoplay,0.0638,48.17,11,False,True,0.7277,0,2,6133
54225669,openshift/openshift-ansible-contrib,0.0859,25.08,9,True,True,0.6385,2.14,5,33927
73831397,openstack/kolla-ansible,0.0697,156.75,27,False,True,0.9066,0,0,56259
27195864,openstack/openstack-ansible,0.1267,91.95,16,False,True,0.7974,0,323,45852
52862885,openstack/openstack-ansible-os_neutron,0.2056,16.64,16,False,True,0.7056,0,126,5515
52862896,openstack/openstack-ansible-os_nova,0.2477,17,16,False,True,0.7273,0,126,3644
47761730,openstack/openstack-ansible-rabbitmq_server,0.3839,7.69,13,False,True,0.6354,0,0,1656
55234238,openstack/tripleo-quickstart,0.1267,49.43,15,False,True,0.7632,0,0,17329
73192844,openstack/tripleo-quickstart-extras,0.0697,58.43,16,False,True,0.8161,0,0,14491
59615202,openstack/tripleo-validations,0.1644,17.72,12,False,True,0.6828,0,70,11895
47001649,openstax/cnx-deploy,0.0914,41.18,10,True,False,0.5167,0.03,247,9330
51141789,openwisp/ansible-openwisp2,0.079,6.46,3,True,True,0.6222,3.02,33,1492
74664316,openwisp/ansible-openwisp2-imagegenerator,0.1113,1.98,2,False,True,0.4,0.33,12,551
122879269,orachide/ansible-role-springboot,0.0207,2.1,1,True,False,0.7317,0,7,995
138123105,oracle/oci-ansible-modules,0.044,1.81,5,False,True,0.1581,2.28,20,166494
23215874,oravirt/ansible-oracle,0.178,9.58,2,False,True,0.8942,0.49,19,7558
87416419,oVirt/ovirt-ansible,0.1241,4.97,3,True,True,0.4167,0.5,19,466
110122273,oVirt/ovirt-ansible-cluster-upgrade,0.0753,2.74,3,True,True,0.3846,0,16,553
114266564,oVirt/ovirt-ansible-disaster-recovery,0.0611,7.74,4,True,True,0.5902,0.03,11,2798
112223620,oVirt/ovirt-ansible-engine-setup,0.0989,3.57,3,True,True,0.6122,0.26,13,592
142121821,oVirt/ovirt-ansible-hosted-engine-setup,0.0342,15.15,3,False,True,0.7529,1.96,33,3781
110139999,oVirt/ovirt-ansible-image-template,0.0757,2.65,3,True,True,0.4231,0.15,15,684
110126654,oVirt/ovirt-ansible-infra,0.049,2.81,3,True,True,0.5667,0.14,16,1901
110140135,oVirt/ovirt-ansible-manageiq,0.0835,3.41,2,True,True,0.5333,0.12,16,900
112223972,oVirt/ovirt-ansible-repositories,0.0911,2.24,3,True,True,0.6316,0.09,8,419
142292400,oVirt/ovirt-ansible-shutdown-env,0.0841,2.84,2,True,True,0.3043,0.52,4,414
110140373,oVirt/ovirt-ansible-vm-infra,0.077,4.32,3,True,True,0.5172,0.06,24,983
36015080,ownport/portable-ansible,0.1277,1.52,2,False,True,0.1,0.03,15,410
29692434,PaloAltoNetworks/ansible-pan,0.0476,11.37,4,True,True,0.3865,0.44,35,53433
238510689,PaloAltoNetworks/pan-os-ansible,0.1585,34,2,False,True,0.225,5.33,5,11844
159572371,Pandemonium1986/ansible-role-ohmyzsh,0.0409,1.59,2,False,True,0.75,0,6,305
107425814,paralect/ansible-drone,0.0033,1.29,4,False,True,0.4,0.06,4,4850
239170234,patrickjahns/ansible-role-promtail,0.0314,9,2,True,True,0.6296,0.22,3,586
42228479,pearofducks/ansible-vim,0.2326,1.4,2,False,True,0,0.16,5,495
243250500,perguth/chromeos-playbook,0.0229,15.8,1,False,True,0.1667,0.33,3,213
82041141,personium/ansible,0.3584,4.4,4,False,True,0.5637,1,16,3872
92480793,peshay/tpmstore,0.0276,3.15,2,True,True,0.0909,0.83,7,1268
250416150,PGBlitz/PGBlitz.com,0.0928,863.88,2,False,True,0.1864,0,589,6937
73228924,pgkehle/ansible-mongodb,0.0037,1.91,2,True,True,0.8276,0.02,13,539
74478694,pgkehle/ansible-oracle-client,0.0061,1.31,3,True,True,0.6111,0,16,491
74381859,pgkehle/ansible-pm2,0.0065,1.11,3,True,True,0.5,0,2,154
16358091,phansible/phansible,0.0292,7.87,10,True,True,0.1377,3.44,10,7022
74197456,pingcap/tidb-ansible,0.0285,26.09,4,False,True,0.8285,1.96,46,98050
24197449,plone/ansible-playbook,0.0973,8.06,2,False,False,0.6,0.77,34,3982
26663627,plone/ansible.plone_server,0.1011,5.91,2,True,True,0.5625,0.12,45,1743
88160552,Polyconseil/ansibilo,0.1283,1.21,1,True,True,0.0256,0,5,700
103666308,pulp/ansible-pulp,0.0884,22.97,7,True,True,0.6656,2.08,8,7083
113226628,pulp/pulp_ansible,0.1418,18.55,6,True,True,0.0465,0.36,17,9312
181504322,pulp/pulp_rpm_prerequisites,0.1572,9,3,False,True,0.5417,0,2,343
203809652,Pure-Storage-Ansible/FlashArray-Collection,0.0551,19.53,2,False,True,0.2133,0.73,2,7063
173498378,PyratLabs/ansible-role-k3s,0.0505,7.65,2,True,True,0.8617,0.95,36,1995
200521266,Qubinode/swygue.edge_host_setup,0.1132,11,3,False,False,0.76,0.83,2,721
26735284,queeno/ansible-uchiwa,0.3294,0.61,5,True,False,0.7647,0,5,226
119756542,radekg/terraform-provisioner-ansible,0.0898,6.06,2,False,True,0.1515,0.97,12,4255
117596690,rak8s/rak8s,0.1094,2.07,2,False,True,0.4643,0.94,10,798
168851231,ramonesc3po/ansible-role-pc-setup,0.1185,3,2,True,False,0.8261,0,2,372
182588475,rastating/shiva,0.0864,12.43,1,False,True,0.4966,0,4,4136
21044547,rcbops/openstack-ops,0.1265,5.68,3,True,True,0.6111,0.01,8,6872
77808569,reallyenglish/ansible-role-postfix,0.07,2.58,2,True,True,0.3913,0.21,5,1767
70272278,redhat-cop/casl-ansible,0.1846,7.2,6,False,True,0.7106,6.53,23,8359
88211051,redhat-cop/infra-ansible,0.0478,9.2,4,False,True,0.7191,2.26,16,20001
124432181,redhat-cop/openshift-applier,0.0441,3.61,5,True,True,0.6279,6.5,17,2124
108291509,redhat-cop/pipeline-library,0.0262,4.88,3,False,True,0.1917,1.53,6,2603
82108875,redhat-nfvpe/kube-ansible,0.069,9.63,5,True,True,0.7816,4.29,20,2023
77040099,redhat-openstack/ansible-pacemaker,0.3218,0.62,5,False,True,0,0,5,866
51534449,redhat-openstack/infrared,0.0662,112.4,17,False,True,0.825,1.26,145,45416
119304610,RedHatOfficial/ansible-cloud_utils,0.0044,0.96,2,False,True,0.6667,0,4,456
120324124,RedHatOfficial/ansible-redhat_cloudforms,0.0292,1.63,3,False,True,0.8286,0,9,1232
119426809,RedHatOfficial/ansible-redhat_openshift_utils,0.1487,2.52,2,False,True,0.875,0.16,9,2009
136064711,RedHatOfficial/ansible-role-rhel7-c2s,0.0003,1.67,2,True,False,0.7222,0.25,10,14720
149675364,RedHatOfficial/ansible-role-rhel7-cjis,0.0004,1.39,1,True,False,0.7222,0,8,10291
136064392,RedHatOfficial/ansible-role-rhel7-cui,0.0007,1.53,2,True,False,0.7222,0,10,5955
136064587,RedHatOfficial/ansible-role-rhel7-hipaa,0.0053,1.23,2,True,False,0.7353,0,10,17552
136064307,RedHatOfficial/ansible-role-rhel7-ospp,0.0007,1.21,1,True,False,0.7222,0,10,5972
136063776,RedHatOfficial/ansible-role-rhel7-pci-dss,0.0004,2.03,2,True,False,0.7222,0.07,10,10052
136064170,RedHatOfficial/ansible-role-rhel7-rht-ccp,0.0013,1.67,2,True,False,0.7222,0,10,3052
136064066,RedHatOfficial/ansible-role-rhel7-stig,0.0002,1.53,2,True,False,0.7222,0,10,17482
186077169,RedHatOfficial/ansible-role-rhel8-cjis,0.0003,1.67,2,False,False,0.75,0,4,9912
186077172,RedHatOfficial/ansible-role-rhel8-cui,0.0004,1.53,2,False,False,0.75,0,4,7742
186077175,RedHatOfficial/ansible-role-rhel8-hipaa,0.0002,1.53,2,False,False,0.75,0,4,16530
186077177,RedHatOfficial/ansible-role-rhel8-ospp,0.0004,1.53,2,False,False,0.75,0,4,7739
186077178,RedHatOfficial/ansible-role-rhel8-pci-dss,0.0002,1.6,2,False,False,0.75,0,4,13720
186077179,RedHatOfficial/ansible-role-rhel8-rht-ccp,0.001,1.47,2,False,False,0.75,0,4,2888
187288521,RedHatOfficial/ansible-role-rhv4-rhvh-stig,0.0001,1.8,1,False,False,0.75,0,4,23192
187288524,RedHatOfficial/ansible-role-rhv4-rhvh-vpp,0.0002,1.67,1,False,False,0.75,0,4,13985
155595656,redirectionio/ansible-libnginx-mod-redirectionio,0.0469,0.52,2,False,True,0.625,0,3,122
