additions,additions_avg,additions_max,change_set_avg,change_set_max,code_churn_avg,code_churn_count,code_churn_max,commit,commits_count,committed_at,contributors_count,deletions,deletions_avg,deletions_max,failure_prone,filepath,highest_contributor_experience,hunks_median,minor_contributors_count,avg_play_size,avg_task_size,lines_blank,lines_code,lines_comment,num_authorized_key,num_block_error_handling,num_blocks,num_commands,num_conditions,num_decisions,num_deprecated_keywords,num_deprecated_modules,num_distinct_modules,num_external_modules,num_fact_modules,num_file_exists,num_file_mode,num_file_modules,num_filters,num_ignore_errors,num_import_playbook,num_import_role,num_import_tasks,num_include,num_include_role,num_include_tasks,num_include_vars,num_keys,num_lookups,num_loops,num_math_operations,num_names_with_vars,num_parameters,num_paths,num_plays,num_prompts,num_regex,num_roles,num_suspicious_comments,num_tasks,num_tokens,num_unique_names,num_uri,num_vars,text_entropy
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/handlers/main.yml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_cli_config_gen/tasks/main.yml,,,,0.0,8.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,3.0,0.0,1.0,4.75
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_cli_config_gen/.travis.yml,,,,0.0,15.0,7.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,4.53
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/meta/main.yml,,,,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,4.84
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_cli_config_gen/meta/main.yml,,,,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,4.88
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_l3ls_evpn/meta/main.yml,,,,0.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,5.37
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_l3ls_evpn/.travis.yml,,,,0.0,15.0,7.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,4.53
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,1.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/tasks/main.yml,,,,0.0,7.0,5.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,67.0,4.0,0.0,1.0,5.47
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_eapi/tasks/main.yml,,,,0.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,4.19
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_eapi/.travis.yml,,,,0.0,15.0,7.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,4.53
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_eapi/meta/main.yml,,,,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,4.83
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_l3ls_evpn/defaults/main.yml,,,,0.0,46.0,15.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0,5.84
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/tasks/absent.yml,,,,0.0,7.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,91.0,6.0,0.0,3.0,5.25
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/.travis.yml,,,,0.0,15.0,7.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,4.53
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/defaults/main.yml,,,,0.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,3.55
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/vars/main.yml,,,,0.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,3.58
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_eapi/handlers/main.yml,,,,0.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,2.0,0.0,1.0,4.03
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_l3ls_evpn/tasks/main.yml,,,,0.0,9.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,118.0,5.0,0.0,0.0,5.47
,,,0.0,0.0,,,,3b8c185e08746aa52772c18c3766120aed456249,,2020-02-11 12:21:46-05:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/tasks/present.yml,,,,0.0,7.0,6.0,42.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,121.0,7.0,0.0,4.0,5.71
2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,8308ff37134d0547d17086bf4a1994268a575f6e,2.0,2020-03-26 10:23:16-04:00,1.0,2.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/handlers/main.yml,100.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,8308ff37134d0547d17086bf4a1994268a575f6e,2.0,2020-03-26 10:23:16-04:00,1.0,2.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/eos_cli_config_gen/tasks/main.yml,100.0,2.0,0.0,0.0,8.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,3.0,0.0,1.0,4.75
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_cli_config_gen/.travis.yml,,,,0.0,15.0,7.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,4.53
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/meta/main.yml,,,,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,4.84
34.0,8.0,17.0,2.0,11.0,8.0,31.0,16.0,8308ff37134d0547d17086bf4a1994268a575f6e,4.0,2020-03-26 10:23:16-04:00,1.0,3.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/build_output_folders/defaults/main.yml,100.0,2.0,0.0,0.0,13.0,7.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,4.7
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_cli_config_gen/meta/main.yml,,,,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,4.88
2.0,2.0,2.0,2.0,11.0,2.0,2.0,2.0,8308ff37134d0547d17086bf4a1994268a575f6e,1.0,2020-03-26 10:23:16-04:00,1.0,0.0,0.0,0.0,0.0,ansible_collections/arista/avd/roles/cvp_configlet_upload/vars/main.yml,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_l3ls_evpn/meta/main.yml,,,,0.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,5.37
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_l3ls_evpn/.travis.yml,,,,0.0,15.0,7.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,4.53
21.0,21.0,21.0,2.0,11.0,21.0,21.0,21.0,8308ff37134d0547d17086bf4a1994268a575f6e,1.0,2020-03-26 10:23:16-04:00,1.0,0.0,0.0,0.0,0.0,ansible_collections/arista/avd/roles/cvp_configlet_upload/tasks/main.yml,100.0,1.0,0.0,0.0,7.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,3.0,0.0,2.0,4.88
5.0,2.0,3.0,2.0,11.0,0.0,0.0,0.0,8308ff37134d0547d17086bf4a1994268a575f6e,3.0,2020-03-26 10:23:16-04:00,2.0,5.0,2.0,3.0,1.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/tasks/main.yml,60.0,2.0,0.0,0.0,7.0,5.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,67.0,4.0,0.0,1.0,5.47
2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,8308ff37134d0547d17086bf4a1994268a575f6e,2.0,2020-03-26 10:23:16-04:00,1.0,2.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_eapi/tasks/main.yml,100.0,2.0,0.0,0.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,4.19
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_eapi/.travis.yml,,,,0.0,15.0,7.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,4.53
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_eapi/meta/main.yml,,,,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,4.83
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_l3ls_evpn/defaults/main.yml,,,,0.0,46.0,15.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0,5.84
2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,8308ff37134d0547d17086bf4a1994268a575f6e,2.0,2020-03-26 10:23:16-04:00,1.0,2.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/tasks/absent.yml,100.0,2.0,0.0,0.0,7.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,91.0,6.0,0.0,3.0,5.25
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/.travis.yml,,,,0.0,15.0,7.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,4.53
2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,8308ff37134d0547d17086bf4a1994268a575f6e,2.0,2020-03-26 10:23:16-04:00,1.0,2.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/defaults/main.yml,100.0,2.0,0.0,0.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,3.55
55.0,14.0,27.0,2.0,11.0,13.0,51.0,27.0,8308ff37134d0547d17086bf4a1994268a575f6e,4.0,2020-03-26 10:23:16-04:00,1.0,4.0,1.0,2.0,1.0,ansible_collections/arista/avd/roles/build_output_folders/tasks/main.yml,100.0,3.0,0.0,0.0,6.0,7.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,7.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,108.0,7.0,0.0,0.0,4.68
,,,2.0,11.0,,,,8308ff37134d0547d17086bf4a1994268a575f6e,,2020-03-26 10:23:16-04:00,,,,,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/vars/main.yml,,,,0.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,3.58
11.0,11.0,11.0,2.0,11.0,11.0,11.0,11.0,8308ff37134d0547d17086bf4a1994268a575f6e,1.0,2020-03-26 10:23:16-04:00,1.0,0.0,0.0,0.0,0.0,ansible_collections/arista/avd/roles/cvp_configlet_upload/defaults/main.yml,100.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.32
2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,8308ff37134d0547d17086bf4a1994268a575f6e,2.0,2020-03-26 10:23:16-04:00,1.0,2.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_eapi/handlers/main.yml,100.0,2.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,2.0,0.0,1.0,4.03
8.0,8.0,8.0,2.0,11.0,8.0,8.0,8.0,8308ff37134d0547d17086bf4a1994268a575f6e,1.0,2020-03-26 10:23:16-04:00,1.0,0.0,0.0,0.0,0.0,ansible_collections/arista/avd/roles/build_output_folders/meta/main.yml,100.0,1.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,4.79
9.0,9.0,9.0,2.0,11.0,9.0,9.0,9.0,8308ff37134d0547d17086bf4a1994268a575f6e,1.0,2020-03-26 10:23:16-04:00,1.0,0.0,0.0,0.0,0.0,ansible_collections/arista/avd/roles/cvp_configlet_upload/meta/main.yml,100.0,1.0,0.0,0.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,4.84
2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,8308ff37134d0547d17086bf4a1994268a575f6e,2.0,2020-03-26 10:23:16-04:00,1.0,2.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/eos_l3ls_evpn/tasks/main.yml,100.0,2.0,0.0,0.0,9.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,118.0,5.0,0.0,0.0,5.47
4.0,1.0,2.0,2.0,11.0,1.0,2.0,2.0,8308ff37134d0547d17086bf4a1994268a575f6e,3.0,2020-03-26 10:23:16-04:00,1.0,2.0,1.0,1.0,0.0,ansible_collections/arista/avd/roles/build_output_folders/handlers/main.yml,100.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,4.0,9.0,2.0,11.0,2.0,7.0,7.0,8308ff37134d0547d17086bf4a1994268a575f6e,3.0,2020-03-26 10:23:16-04:00,1.0,4.0,1.0,2.0,0.0,ansible_collections/arista/avd/roles/eos_config_deploy_cvp/tasks/present.yml,100.0,2.0,0.0,0.0,7.0,7.0,48.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,134.0,6.0,0.0,4.0,5.6
